,Products
2097,Colestop 10mg Tablets
2098,Sibi Women (30 Doses) Capsules
2099,Advil 200mg Tablets
2100,disposable lab coat
2101,Widalum 60ml Suspension
2102,Danegan 5mg/5ml 60ml Syrup
2103,Finasteride (Milpharm) 5mg Tablets
2104,Haematovite 200ml Syrup
2105,Clopidogrel (Aspire) 75mg Tablets
2106,Supofen 125mg Suppositories
2107,Kamagra 100mg Oral Jelly
2108,Proximexa 250mg/5ml 50ml Suspension
2109,HEALTHAID LECITHIN 1200MG (50 CAPS)
2110,Lyrica 150mg Capsules
2111,Digoxin 125mcg Tablets
2112,Losartan (Teva) 100mg Tablet
2113,PEPSODENT TRIPLE PROTECTION 140G
2114,Permethrin (Sandoz) 5% Cream 30g
2115,FERTILO LADY DENK CAPS
2116,Kotex Panty Liner (16 Pieces)
2117,E45 Cream 500g
2118,Panadol Baby& infant 120mg/5ml 100ml
2119,Chewette-C 100mg Tablets
2120,Cystone (100 Doses) Tablets
2121,Magacid 200ml Suspension
2122,H/AID EVENG. PRIMROSE 500MG
2123,Beehive Balsam 200ml Syrup
2124,Benylin Dry Cough 100ml Syrup
2125,ESKAM (PIROXICAM) CAPS
2126,Norvasc 10mg Tablets
2127,Johnson's Baby Oil 500ml
2128,FUMET SUSP 80ML
2129,Dermofix 20g Cream
2130,1st Aid Fabric Plasters
2131,Colodium (Hovid) 2mg Capsules
2132,Ichthamol Ointment 40g
2133,Paracetamol 500mg Tablets
2134,Astymin 200ml Syrup
2135,SUPAVITA 100ML
2136,DIPHEX BRONCO
2137,D-ARTEPP DISP. (6 DOSES)
2138,Benylin Paediatric 100ml Syrup
2139,CHLORTHALIDONE 25MG
2140,Jergens Lotion 295ml
2141,Anti-Embolism Stockings Medium
2142,Betasol 0.05% 30ml Lotion
2143,NOSPALGIN 40MG/500MG/8MG
2144,indomethacin (letap) 25mg capsule
2145,Aleve 220mg Caplets
2146,kmpep-40 injection
2147,Johnson's Baby Shampoo 500ml
2148,Roswera 20mg Tablets
2149,Gebedol plus capsule
2150,Roberts Glycerine 30ml
2151,Centrifuge (Biobase)
2152,STARWIN MILK OF MAGNESIA 360ML
2153,Mucolex Junior Cough 150ml Syrup
2154,COLGATE PLA
2155,Zentel 100mg/5ml 20ml Suspension
2156,Gastrone (10 Doses) Tablets
2157,HYDROCORTISONE 100MG INJECTION
2158,Viral DNA/RNA Isolation Kit
2159,lumigan 0.01% drop
2160,Evalyn brush
2161,HAEMO FORTE 200ML
2162,Fluconazole (Teva) 150mg Capsule
2163,Cyfen(20 Doses) Tablet
2164,ADDYZOA (20 doses) Tablets
2165,Isordil 10mg Tablets
2166,Visionace (30 Doses) Capsules
2167,Vin-C 100mg (10 Doses) Tablets
2168,Nitrofurantoin(Genesis) Tablet 100mg
2169,ZMAX 2GM
2170,SYNDOL HEADACHE RELIEF TABS
2171,Johnsons Baby Lotion 500ml
2172,ibuprofen (eskay) 200mg tablet
2173,Ulcerplex
2174,Cussons Baby Jelly 210ml
2175,Hep-C Diagnostic Test Kit (Sansure)
2176,Candesan Plus 16mg/12.5mg Tablets
2177,Flucona Denk 100mg Tablets
2178,Hot Water Bottle (Plain) 2L
2179,Metolazone (Sigma) 5mg Tablets
2180,KWIK ACTION
2181,ORAL B COMPLETE PLUS E
2182,Septilin (100 Doses) Tablets
2183,Koflet 100ml Syrup
2184,Ceftriaxone (Sandoz) 1g Injection
2185,Aldactone 100mg Tablets
2186,Kidivite 200ml Syrup
2187,Adom W&G Mixture
2188,Novolax 5mg Tablets
2189,Losartan (Milpharm) 100mg Tablets
2190,AMANTADINE (PK-MERZ)100MG TABS
2191,Kidivite Drops
2192,IMPRESSER CAPS
2193,Ancigel Antacid 100ml Suspension
2194,Mamia Baby Diaper Size 5 Jumbo (72's)
2195,Oilatum Soap 100g
2196,Omesk 20mg Capsules
2197,Slan-96P
2198,Diamicron MR 30mg Tablets
2199,Enalapril (Medreich) 5mg Tablets
2200,Fluxacin 500mg capsule(200doses)
2201,Exetrim 240mg/5ml Suspension
2202,EFFERVESCENT VITAMIN C 1000MG (20 DOSES)
2203,Levothyroxine (Teva) 50mcg Tablets
2204,Nexium 20mg Tablet
2205,Amaryl 1mg Tablets
2206,Refresh Tears Eye Drops
2207,Fluxamox 500mg Capsules
2208,DANEGAN SYRUP
2209,Visionace Plus (30 Doses) Capsules
2210,Gastrone 100ml Suspension
2211,Amlodipine (Intas) 10mg Tablets
2212,Prednisolone(Wockhardt) 5mg
2213,Clopidogrel (Torrent) 75mg Tablets
2214,HBV quantitative real time kits
2215,Kamagra 50mg Tablets
2216,Ambesyl 5mg Tablets
2217,Koko Sra
2218,Tinattet Malakare Mixture
2219,Dynewell 200ml Syrup
2220,OLAY TOTAL EFFECTS (7 IN ONE) BODY LOTIO
2221,Gacet 125mg Suppositories
2222,Prevail (Per-fit Men) Diapers
2223,Colgate Total Mouthwash 500ml
2224,Livomyn (20 Doses) Tablet
2225,Hydrogen Peroxide(Phersons) 200ml
2226,Culldog Delay Spray 12ml
2227,Zeben 200mg (2 Doses) Tablets
2228,ACTIFED MULTI-ACTION TAB 12'S
2229,Mr Q Solution
2230,Tenofovir (Mylan) 300mg Tablet
2231,Mist FAC
2232,HEALTHAID ZINC GLUCONATE 70MG
2233,Rocephin 1g IV Injection
2234,BONNISAN SYRUP 100ML
2235,Trident Gum
2236,Apextite Forte 200ml Syrup
2237,Ventolin 2mg/5ml 150ml Syrup
2238,Clindamycin (Vega) 300mg Capsule
2239,Sildenafil (Teva) 100mg Tablets
2240,Cirotamin 200ml Syrup
2241,Questran 4g Sachets
2242,Pregnancy Test Kit (Clear) Casette
2243,Potex-2 0.75mg (2 Doses) Tablets
2244,HEALTHAID BIOTIN 800MCG (30 DOSES) TABS
2245,JOHNSONS BUBBLE BABY BATH & WASH 500ML
2246,Tazocin 4 EF 4g Infusion
2247,VALUPAK FOLIC ACID
2248,Vagi-Cure Anti-Itch Cream 21g
2249,Oral B Complete Plus Mouthwash 75ml
2250,Lerzin 5mg/5ml 30ml Syrup
2251,Eskagyl DS 400mg Tablets
2252,PAINOFF TABS
2253,Gastrone Plus 200ml Suspension
2254,1000ul filter pipette tips
2255,Zymax suspension 15ml
2256,parcort 100mg injection
2257,Clavulin 625mg Tablets
2258,Gebedol (10 Doses) Tablets
2259,PRICKLY HEAT POWDER (SNAKE BRAND) 140G
2260,Timolol (FDC) 0.5% Eye Drops
2261,Lexsporin Ointment 20g
2262,BEDRANOL 40MG
2263,Sibi Men (30 Doses) Capsules
2264,Listerine(Total Care) 250ml Mouthwash
2265,Neo-Hycolex 5ml Eye Drops
2266,Zaha 250mg Tablets
2267,Anusol Ointment
2268,DRYBATH DIGITAL 2BLOCK 120V
2269,Medical Cytobrush (Jiangsu)
2270,Tetracycline (Letap) 250mg Capsules
2271,Cold naso ephedrine 0.5% nasal drop
2272,Metformin-Denk 850mg tablet
2273,Fresh Lady (30 Doses) Capsules
2274,Piyeloseptyl 100mg Tablets
2275,Tranexamic Acid (Exeter) 500mg/5ml
2276,Mamia Baby Wipes (64 Pieces)
2277,Doxycycline (ECL) 100mg Capsules
2278,EFFERVESCENT CALCIUM + VITAMIN D3 (EAZYL
2279,Zestril 10mg Tablets
2280,G-Abzole 400mg Tablets
2281,Paramol 120mg/5ml 125ml Syrup
2282,Olanzapine (Jubilant) 10mg Tablets
2283,KY Jelly 50g
2284,CIPROLEX-TZ
2285,"Gauze Bandage 3"""
2286,Hot Water Bottle (Covered) 2L
2287,Flurest (10 Doses) Tablets
2288,OXYBUTININ 2.5MG
2289,Omeprazole (Teva) 20mg Capsules
2290,Meronem 1g IV
2291,Prostafit herbal capsules
2292,Ritonic 200ml Syrup
2293,Furosemide 40mg Tablets
2294,CENTRUM ADULTS 60+7 TABS
2295,Lasix 20mg/2ml Injection
2296,Glibetics (Kinapharma) 5mg Tablets
2297,Foot Powder (Health Smart) 170g
2298,Permoxyl 250mg Capsules
2299,omeprazole (ciron) 20mg tablet
2300,Perfectdent (Honey & Lemon) Lozenges
2301,Jointace chond.& glucos (30 Doses)Cap
2302,Yopoo Hand Sanitizer 500ml
2303,Zinc Oxide (Dannex) Ointment
2304,Coldrid 100ml syrup
2305,vitaa's effeverv. vit c 1g tablet
2306,Congestyl (12 Doses) Tablets
2307,Tiger (2 Doses) Capsules
2308,Fine Tip Marker (Deli) 0.5mm
2309,Kidics Multivitamin 200ml Syrup
2310,Timolol (Ciron) Eye drop
2311,Provera 5mg Tablets
2312,BENYLIN CHILDREN'S CHESTY COUGH SYR 125M
2313,Nair Hair Removal Cream 80ml
2314,Betatop (Carvedilol) 6.25mg Tablet
2315,Closol(Clobetasol) Skin 30g Cream
2316,Heinz Baby Foods 200g
2317,Mist Expect Sed(Phersons) 200ml
2318,Kidiron 100ml Syrup
2319,Tixylix Baby 100ml Syrup
2320,GLYCEROL 2G SUPPOSITORIES
2321,Muscle Rub Cream (Dr. Sheffield's)
2322,PREG TEST CASSETTE
2323,Mayfer (30 Doses) Capsules
2324,Avaprost 0.005% 3ml Eye Drop
2325,Norvasc 5mg Tablets
2326,Ketesse 25mg Tablets
2327,1st Aid Ankle Support
2328,Gaviscon Advance 250ml Suspension
2329,Gebemol-250 Suppository
2330,sensodyne flouride 75ml toothpaste
2331,Hip Organic Food Jar 190g
2332,Zoladex 3.6mg Injection
2333,Omecet 20mg Capsules
2334,SINGLE BED NET
2335,Zyloric 300mg Tablets
2336,Gynodaktarin Cream
2337,Potex-1 1.5mg Tablet
2338,HYDROCORTISONE CREAM 15GM
2339,Supofen 250mg Suppositories
2340,PARACETAMOL 500MG (GH)
2341,CLARITHROMYCIN 125MG/5ML UK SUSP 70ML
2342,Adalat LA 30mg Tablets
2343,Hand Sanitizer (Mpharma) 250ml
2344,Stugeron 25mg Tablets
2345,Quilar(Quinine sulphate) 300mg tab
2346,Sebamed Baby Cleansing Wipes (72's)
2347,Ventolin 100mcg Inhaler
2348,ABC Paracetamol 100ml Syrup
2349,Mark II Inhaler
2350,Rapid Care Knee Support
2351,Ciprox(Ciprofloxacin) 0.2% Inj.100ml
2352,Optrex Refreshing Eye Drops
2353,Histergan Cream 25g
2354,Galvus met 50mg/500mg Tablets
2355,OFF DEEP WOODS INSECT REPELLANT SPRAY 17
2356,Neoprosone Gel
2357,Zubes Expectorant 125ml Syrup
2358,Warfarin (Torrent) 5mg Tablets
2359,Betalok Zok 50mg Tablets
2360,Vaseline Lotion 400ml
2361,D3 Active Denk Tablets
2362,Mentat (30 Doses) Tablets
2363,Lignocaine/Adrenaline 2% Injection
2364,Omizec 20mg Capsules
2365,pepsodent toothbrush (deep clean)
2366,Lisinopril (Teva) 5mg Tablets
2367,Twynsta 80mg/5mg Tablets
2368,Mist Expect Sed
2369,SAMALIN ADULT NON DROWSY
2370,Chewette-C 1000mg 7.9G Sachet
2371,Chloramphenicol (Chlo I) 5% Eye Drops
2372,WEIGHT CONTROL TABS 30'S(NATURE'S MEASUR
2373,Exforge HCT 10mg/320mg/25mg Tablets
2374,Nexcofer (30 doses) Capsules
2375,Rima Plus 1% Cream 20g
2376,Kenalog 40mg/ml Injection
2377,Dermovate 25g Cream
2378,C-H (Chloramphenicol) eye drop
2379,XBC Aqueous Cream 500g
2380,Menthodex 100ml Syrup
2381,Tylenol 500mg Ace Liquid Gel
2382,Pharmaderm Soap Herbal 190g
2383,MUCINE
2384,Baclofen (Advanz) 5mg/5ml 300ml Syrup
2385,Gliclazide (Teva) 80mg Tablets
2386,Calpol 125mg/5ml 6+ Years 100ml Syrup
2387,Flixotide 125mcg Evohaler
2388,SINUS CONGESTION & PAIN (ASSURED) 12'S
2389,Domi-30 Suppository
2390,Bengay Pain Relieving Cream 57g
2391,Bisoprolol (Sandoz) 5mg Tablet
2392,Azithromycin (Milpharm) 500mg Tablet
2393,Hirudoid Gel 40g
2394,CARBAMAZEPINE (EXETER) 200MG
2395,Cromax-4 Eye Drops
2396,Flucor Day (8 Doses) Capsules
2397,Flagyl 400mg Tablets
2398,Bimox 1g Tablets
2399,Sinemet 10mg/100mg Tablets
2400,Aciclovir (Wockhardt) 200mg Tablet
2401,KY Jelly 82g
2402,PHYTOMENADIONE (VITAMIN K1) INJECTION
2403,Levothyroxine (Accord) 50mcg Tablets
2404,Repatha 140mg/ml Injection
2405,Lofnac 50mg Suppository
2406,Dexone (Dexamethasone) 0.5mg Tab
2407,TRETINOIN CREAM 20G
2408,Amoxicillin (Eskay) 250mg Capsules
2409,XBC Vitamin E Cream 500ml
2410,Pasante Condom (3 Pieces)
2411,Aurobrime 0.2% Eye Drops
2412,Lofnac Balm 50g
2413,KOFFEX A 125ML
2414,knvm-dns 500ml infusion
2415,CUSICROM 4%W/V
2416,Scipette Pipette 20-200ul
2417,Rubbing Alcohol(Equato. Health) 450ml
2418,Olbas Oil for Children 10ml
2419,Kofof Adult Syrup
2420,Enacef 500mg Tablets
2421,My Baby Cough Syrup
2422,Econopred Plus 1% Eye Drop 5ml
2423,TENSION HEADACHE RELIEF CAPLETS 24'S
2424,Bisoprolol (Sandoz) 2.5mg Tablets
2425,COTTON WOOL 10G
2426,Andaran 150mg Tablets
2427,METRONIDAZOLE INF 100ML
2428,Aim Cavity Protection Toothpaste 156g
2429,Zet Worm (Albendazole ) 20ml susp
2430,Durol Junior 200ml Syrup
2431,Aleve PM 220mg/25mg Caplets
2432,Ventolin 2.5mg Nebules
2433,ARSUMOD PAEDIATRIC
2434,Cefuroxime (Spizef) 500mg Tablets
2435,CHILDREN'S ALLERGY SYRUP 118ML(CHERRY)
2436,Fertilo Forte Capsules
2437,G-Ciprox 500mg Tablets
2438,Prostan 0.005% 2.5ml Eye Drops
2439,vaginal speculum
2440,Amoksiklav 228mg/5ml Suspension
2441,Sucrafil-O 100ml Gel Suspension
2442,Molfix Jumbo Diaper
2443,Gbedemah Man (30 Doses) Capsules
2444,Dangyl (Metronidazole) 400mg Tablet
2445,Mesoft (Molnlycke) wipes
2446,Peitel 0.025% cream 20g
2447,betafen 100ml syrup
2448,Proxeed Plus Sachets
2449,1000uL Pipette Tips (1.1)
2450,Meronem 500mg IV
2451,Glucolife Plain Powder 400g
2452,Cloxacillin (Zhongnuo) 500mg Inj
2453,Novomix 30 Flexpen 100IU/ml
2454,APC (4 Doses) Tablets
2455,Scheriproct Suppositories
2456,H/AID VIT E 1000 IU NATURAL CAPS
2457,Candid 1% 20g Cream
2458,Nexcofer 100ml Syrup
2459,TYLENOL EXTRA STRENGTH 10'S
2460,Pearl Drops Crystal Clean 50ml
2461,Ascoryl Plus 125ml Syrup
2462,Gastrone 200ml Suspension
2463,LUEX CHILD CHESTY
2464,Foot Powder (Health Smart) 283g
2465,Aprovel 300mg Tablets
2466,METHYLDOPA (PHARM-INTER) 250MG
2467,Cod Liver Oil (Osons)
2468,Baby cough linctus (ernest) 100ml
2469,Aziwok 500mg Tablets
2470,Sulphur Soap (PR & WINNING)
2471,Cefixime (Vega) 200mg Tablet
2472,Gacet 500mg Suppositories
2473,GUM PROFESSIONAL CLEAN FLOSSERS (90 PIEC
2474,Syringe/Needle 2ml
2475,Johnsons Baby Bar Soap 75g
2476,GebeDiclo 30g gel
2477,Crestor 5mg Tablets
2478,Centrum Specialist (60 Doses) Tablets
2479,POSTINOR-2
2480,azithro-denk 250mg tablet
2481,DIPHEX JNR
2482,DEXTROSE SALINE INFUSION 500ML
2483,AMOR POST PILL
2484,DICNAC-100
2485,Pregnancy Test Kit (Mono)
2486,KY Jelly 75ml
2487,Metran Capsules 500mcg
2488,Jeditone Syrup 200ml
2489,Maalox Plus Sachets
2490,Ambesyl 10mg Tablets
2491,Endurance Condoms (3 Pieces)
2492,SINUS HEADACHE PE CAPS
2493,sensodyne deep clean 75ml paste
2494,Kofof (Non-drowsy) Adult 150ml Syrup
2495,Fluoxetine(Brown&Burk) 20mg Capsule
2496,"ZINC OXIDE PLASTER 4"""
2497,Tegretol 100mg/5ml 100ml Suspension
2498,L montus (Kids) 2.5mg/4mg Tablets
2499,Cold Multi Symptom Daytime Tablets
2500,TODAY MAN CAPS
2501,Clarithromycin (exeter) 500mg tablet
2502,CITRO-C TAB
2503,Co-Amoksiklav (Vega) 625mg Tablets
2504,Minamino 200ml Syrup
2505,Colgate Classic Deep Clean Toothbrush
2506,SPANISH GARLIC
2507,AMOXICILLIN SUSP
2508,Thymair Denk Tablets
2509,HiBaby Mosquito Repellant
2510,"Elastic Bandage 3"""
2511,Candiderm Cream 15g
2512,Expectalin (Starwins) 50mg/5ml Syrup
2513,Quo Lab A1C Test Kits (50's)
2514,Imodium 2mg (6 Doses) Capsules
2515,Somazina 500mg/4ml Injection
2516,NUCLEIC ACID EXTR SYSTEM (Natch CS)
2517,Visine Original 15ml Eye Drops
2518,Robaxin 750mg Tablets
2519,Olay Ultra Moisture Body Lotion 600ml
2520,BENYLIN CHILDREN'S WET COUGH MUCUS RELIE
2521,Clotri-Denk 1% 20g Cream
2522,HEALTHAID SELENIUM 200 (60 DOSES)
2523,Calamine (Phersons) 200ml Lotion
2524,Aquatabs (100 Doses) Tablets
2525,Pepto Bismol Ultra 354ml Suspension
2526,Efferv. Vitamin C +Zinc(Bedita) Tab
2527,CENTRUM SILVER ADULT 50+
2528,PAIN RELIEF PM CAPLETS 24'S
2529,Lofnac Gel
2530,LETAVIN (LETAP) 500MG
2531,Glycerine (Mikado) 50ml
2532,Olanzapine (exeter) 5mg tablet
2533,ATORVASTATIN(TEVA) 40MG
2534,BEAUTY FORMULAS FEMININE CLEANSING WASH
2535,Touch & Go Toothache Solution
2536,Orelox 40mg/5ml 100ml Suspension
2537,Olohistine 1mg/ml Eye Drops
2538,Optica ( 30 Doses) Capsules
2539,Paingay 100mg (10 Doses) Capsules
2540,LIVOPAT CAPS
2541,One-A-Day Men's (100 Doses) Tablets
2542,Fiesta Dumsor condom (3 pieces)
2543,Colgate Max White Mouthwash 500ml
2544,Ferofix (30 doses) Capsules
2545,CALPOL 2+M 100ML
2546,Aspanol Plus 125ml Cough Syrup
2547,Tidact 1% Gel 20g
2548,Kingdom Ginseng (24 Doses) Capsules
2549,Bonjela Infant Gel 15g
2550,Klire 4-Way Cough 125ml Syrup
2551,Soluble Aspirin (Teva) 75mg Tablets
2552,DOXYCYCLINE 100MG CAPS UK
2553,Zincofer 200ml Syrup
2554,TCP 200ml
2555,RISDONE-2
2556,Artesun 30mg IV
2557,Azithromycin (Teva) 500mg Tablets
2558,Zoartem 60ml Suspension
2559,SYMBICORT TURBUHALER 200/6MCG (120 DOSES
2560,Malar-2 20mg/120mg 60ml Suspension
2561,Lyrica 75mg Capsules
2562,Metagyl 400mg Tablets
2563,Ibrance(Palbociclib) 125mg Caps
2564,Molfix Baby Wipes
2565,Ezipen (6 Doses)Tablets
2566,ENAT 400 (30 Doses) Capsules
2567,Glo Power (30 Doses) Capsules
2568,Neo-Mercazole 5mg Tablets
2569,OXYBUTYNIN 5MG
2570,Samalin Lozenges (20 Doses)
2571,HbA1c 501 (hemocue) test catridge
2572,Pikovit 150ml Syrup
2573,Caduet 10mg/10mg Tablets
2574,Kalms Herbal Tablets
2575,Covonia Chesty Cough 150ml Syrup
2576,CHILDREN'S PAIN RELIEF SYRUP(ACETAMINMOP
2577,Betagan 0.5% 5ml Eye Drops
2578,Se'Flox 0.3% Eye/Ear Drops
2579,Lamotrigine (Mylan) 100mg Tablets
2580,Johnsons Baby Powder 200g
2581,Alvite 200ml Syrup
2582,Savlon 125ml
2583,PARATOP TAB
2584,Covonia Lozenges 51g
2585,Ferrous Sulphate(Vitamed) 200mg Tab
2586,Doxorubicin HCl (Getwell) 50mg IV
2587,Covid-Rapid (SARS-Cov-2) RDT
2588,Tegretol CR 400mg Tablets
2589,MAXMOX (AMOXYCILLIN 500MG)
2590,Simple Linctus (Dannex) Child
2591,Nexium 10mg Sachets
2592,Dragon (Cooling) Jelly 50ml
2593,COLGATE TOTAL (PRO GUM HEALTH) MOUTH WAS
2594,ANTI-DIARROEAL TABS 12'S
2595,Ciflox 500mg tablet
2596,CYCLOSPORINE E/D (SUNPHARMA)
2597,Augmentin 228mg/5ml Suspension
2598,TADOL 100MG
2599,Fluorescence Analyzer (Maccura)
2600,Purification Kit (Magnetic Beads)
2601,CHILDREN'S PAIN RELIEF SYR CHERRY
2602,Gentian Violet 60ml
2603,Plaster Strips (Union)
2604,Tagera-Forte 1g (2 Doses) Tablets
2605,Colgate Zigzag Toothbrush
2606,PREDNISOLONE TAB 5MG
2607,Irish Spring Bar
2608,Moduretic 50mg/5mg Tablets
2609,LUFART DS TAB
2610,Stopkof Adult 100ml Syrup
2611,Tinatett Tomac Mixture
2612,OPIZOLE 20MG
2613,Lofnac 100mg (10 Doses) Tablets
2614,Kidivite 100ml syrup
2615,BLOOD PRESSURE MONITOR (A&D MEDICAL) UA-
2616,MYCOVIN 125MG
2617,Alpha Glucosamine (30 Doses) Tablets
2618,Piriton Original 4mg Tablets
2619,NEXCOFER SYR 125ML
2620,Aciclovir (crescent) 200mg Tablet
2621,LG Glitazone 30mg Tablets
2622,sildenafil (teva) 100mg tablet
2623,Rhinathiol Adult 5% 125ml Syrup
2624,DEEP HEAT GEL 35G
2625,Prosteez (20 Doses) Tablets
2626,Aspanol (All in one) 200ml Syrup
2627,kmclav 1.2g injection
2628,Cialis 20mg Tablet
2629,Kama Oil
2630,Amlodipine (Sandoz) 5mg Tablets
2631,PANADOL PLAIN TAB
2632,Amciclox (letap) 500mg capsules
2633,Amitriptyline (Northstar) 25mg Tab
2634,Menthox (4 Doses) Lozenges
2635,Exaflox suspension 100ml
2636,Lactulose ( Sandoz) 300ml Solution
2637,Tegretol CR 200mg Tablets
2638,Bimox 457mg/5ml Suspension
2639,Furosemide (Crescent) 20mg Tablet
2640,Chlorhexy-G Gel 25g
2641,Drez Solution 100ml
2642,Xolfovel 500mg Tablets
2643,Ampicillin (Letap) 250mg Capsules
2644,GR-Mox (Amoxicillin) 100ml Suspension
2645,rooter life 750ml mixture
2646,Sample Storage Reagent (48's)
2647,PARIET 20MG TAB
2648,Glucolife-C Powder
2649,Freshbreath Mouth Spray (Pearl Drops)
2650,MISSION CHOLESTROL TEST DEVICES
2651,GV Fluc 150mg Capsule
2652,Biosafety Cabinet (Class II)
2653,Sanex Deodorant Spray 250ml
2654,Ferrodex (30 Doses) Capsules
2655,Uperio 50mg Tablets
2656,Zedex Cold (10 Doses) Capsules
2657,1st Aid Wrist Support
2658,Sensodyne Original Toothpaste 100g
2659,Coversyl Plus 5mg/1.25mg Tablets
2660,Cotton Wool 250g
2661,Voltaren Retard 100mg Tablets
2662,Basecold (10 Doses) Tablets
2663,Lipitor 10mg Tablets
2664,PREGNACARE 16 VIT (30 DOSES)
2665,Syphilis (GenBody) RDT
2666,Glimepiride Denk 3mg Tablets
2667,Gamalate B6 Tablets
2668,Olay Shea Butter Body Wash 700ml
2669,Aptamil Baby Food 800g
2670,Ketazol 2% Cream 30g
2671,Aprovasc 300mg/5mg Tablets
2672,Epsom Salt (Amoray) 454g
2673,Excedrin Tension Headaches Caplets
2674,Examination Gloves
2675,Stamlo 10mg Tablets
2676,Oxytocin (Anhui) 10IU/1ml Inj.
2677,Earnest Ointment
2678,Letacam 20mg Capsules
2679,Luex baby cough 150ml syrup
2680,Alka-5 100ml Syrup
2681,Lubriderm 177ml
2682,Supermin G Capsules
2683,Tro-xime 750mg injection
2684,Scholl Athletes Foot Spray 150ml
2685,Tensi Forte 10mg/10mg XL Tablets
2686,Rubbing Alchohol (Vi Jon Swan) 473ml
2687,Gaviscon Double Action 150ml
2688,Hand Sanitizer (Mpharma) 100ml
2689,Surfaz-SN Triple Action Cream 15g
2690,Aprovasc 300mg/10mg Tablets
2691,Dihydrocodeine 30mg Tablets
2692,Malin Adult Cough Syrup
2693,Wokadine Gargle 100ml
2694,Cipac 0.3% 10ml Eye/Ear Drop
2695,Epiciprin 0.3% Eye Ointment 15g
2696,excinate 500mg tablet
2697,D-Artepp 60mg/480mg (6 doses) Tablets
2698,"ELASTIC BANDAGE 5"""
2699,Feroclear (30 doses) Tablets
2700,Crestor 10mg Tablets
2701,Amino Pep 200ml Syrup
2702,benzathine penic. (troge) 2.4MIU Inj.
2703,Lisinopril (Bristol) 10mg Tablets
2704,Asmanol (4 Doses) Tablets
2705,Dragon Jelly 80ml
2706,PEPTO BISMOL 262.5MG
2707,Pretty Cotton Balls (100 Pieces)
2708,Hep-B Diagnostic (Sansure)
2709,Plaster Strips (Marcot)
2710,Revodium 2mg (10 Doses) Capsules
2711,KINGDOM TREMENDOUS CAPS
2712,AMOXICILLIN 250MG CAPS 30'S
2713,Ibuprofen 400mg Tablets
2714,Glucolife-D Powder
2715,Abidec Multivitamin 150ml Syrup
2716,Excipro 500mg Tablets
2717,letafen 400mg tablet
2718,BENZYL BENZOATE (EXETER) 100ML
2719,Portable Molecular WS (Sansure)
2720,paracod tablet
2721,AideKit Ovulation Kit
2722,Ca-C Vit C 1000mg Tablets (10 Doses)
2723,PCT Control (Maccura)
2724,Arthrosamine Plus Capsules
2725,96 Deep Well Plate (50s)
2726,Advil 200mg Caplets
2727,Supirocin Cream 15g
2728,GRISEOFULVIN (MIDLAND) SUSP 100ML
2729,Malin Junior Cough Syrup
2730,Metformin-Denk 1000mg Tablets
2731,Dextrose (Otsuka) 5% infusion
2732,Janguar Balm 80ml
2733,MetroGR-F Junior 100ml Suspension
2734,Zipman (30 Doses) Capsules
2735,ATORVASTATIN(WOCKHARDT) 10MG
2736,RNA Isolation(Geneproof) kit
2737,Furosemide(Fourrts) 40mg Tablet
2738,Bioferon 200ml Syrup
2739,RIGHT GUARD DEO STICK SPORT FRESH 73.7G
2740,Efpac (10 doses) Tablets
2741,Levothyroxine (Aristo)100mcg Tablets
2742,PERFECTIL CAPS
2743,Irovit Drops 30ml
2744,Flucor Night (8 Doses) Capsules
2745,METHYLSALICYLATE OINTMENT
2746,Nesben 200mg tablet
2747,1st Aid Knee Support
2748,Cetapol 120mg/5ml Syrup
2749,Gastracid 200ml Suspension
2750,Dexamethasone (M&G) 0.5mg Tablets
2751,Medical Ice Cool Cream 50ml
2752,Menstak (10 Doses) Tablets
2753,Contiflo XL 400mcg Capsules
2754,vaseline blueseal (aloe fresh) 100ml
2755,Durex Play Lubricant 200ml
2756,Warfarin (Crescent ) 3mg Tablet
2757,Kombiglyze XR 5mg/1000mg Tablets
2758,Tobradex Eye Ointment 3.5g
2759,Skybru suspension 100ml
2760,PARACETAMOL 120MG/5ML (E
2761,Allens Pine & Honey 150ml Syrup
2762,Primadol 120mg/5ml 125ml Syrup
2763,96 Deep Well Plate (96s)
2764,Cotton Wool 500g
2765,Taabea (10 Doses) Capsules
2766,lubrica 60ml gel
2767,Aricept 10mg Tablets
2768,Jardiance 10mg Tablets
2769,Ferrovita Tonic 200ml
2770,Taabea Herbal Mixture
2771,Huichin Capsules
2772,Ferrovita Drops 30ml
2773,Sabroso Olive Oil (Glass) 100ml
2774,Martin’s Liver Salt (Plain)
2775,Olive Oil (Borges) 125ml
2776,Progynova 2mg Tablets
2777,Aspanol Productive 125ml Cough Syrup
2778,Cussons Baby Powder 200g
2779,"Elastic Bandage 6"""
2780,Camel Antiseptic Original 250ml
2781,Mosquito Wipes (PR Winning & Co)
2782,Genta-K 0.2% 10ml Eye Drop
2783,Frumedi (Furosemide) 20mg/2ml Inj.
2784,Combact-N Cream 30g
2785,GRISEOFULIN SUSP 100ML
2786,Redsun 100mg Jelly
2787,Gentian Voilet (Phersons) 60ml
2788,Amexine 10mg Tablets
2789,Mercy Soap
2790,Molfix Small Midi Size 3 4-9kg (12's)
2791,Aleve 220mg tablet
2792,EFFERVESCENT MULTIVITAMIN (EAZYLIFE)
2793,Tetmosol (AstraZeneca) 5% Soap
